BRD-K19290969-001-07-5	10-Methyl-10H-phenothiazin-3-ylamine
BRD-A08187463-001-03-8	Racecadotril
BRD-A54236247-003-03-5	RACEPHEDRINE HYDROCHLORIDE
BRD-K04111260-001-05-0	Raclopride
BRD-K07859598-001-03-9	Raf1 Kinase Inhibitor I
BRD-K63828191-003-11-5	RALOXIFENE HYDROCHLORIDE
NGP-003-05_E02	raltitrexed
BRD-A65739223-001-03-7	Ramipril
BRD-K70505054-001-02-9	RANITIDINE
BRD-K14204120-003-02-4	Ranitidine hydrochloride
BRD-K30816563-003-01-1	Ranitidine hydrochloride
BRD-A97674275-001-04-3	RANOLAZINE
BRD-A43974499-066-01-1	Reboxetine mesylate
NGP-003-05_C04	reichsteinû€?Ž“s substanceû€ª?s
BRD-A36074203-003-03-5	Remacemide hydrochloride
BRD-K54094468-003-05-3	Remoxipride hydrochloride
BRD-K82846253-001-03-0	Repaglinide
BRD-K52930707-001-04-8	Rescinnamin
BRD-A71765365-001-01-6	Reserpine
BRD-K95921201-001-07-0	RESERPINE
BRD-K32755366-003-03-4	Reserpinic acid hydrochloride
BRD-A83431637-001-01-3	Resmethrin
BRD-K85603128-001-02-7	RESORCINOL MONOACETATE
BRD-K25591257-001-01-2	Resveratrol
BRD-K06926592-001-01-7	Retinoic acid
BRD-K42142750-001-04-9	Retrorsine
BRD-A68281735-001-02-0	REV-5901
BRD-K82688027-001-01-5	RG-13022
BRD-K21853356-001-03-6	RG-14620
BRD-K37206356-001-02-1	RHAMNETIN
BRD-K10098805-001-02-0	RHAPONTIN
BRD-K56047318-001-03-0	RHC 80267
BRD-A17016119-001-01-0	RHIZOCARPIC ACID
BRD-K13725475-001-02-4	RHODOMYRTOXIN
BRD-A08003242-001-02-7	RHODOMYRTOXIN B
BRD-K46678324-001-02-9	Rho-Kinase Inhibitor II
NGP 201-04_B02	ribavirin
BRD-K92760278-001-02-4	Riboflavine
BRD-K82561139-001-05-0	Ricinine
NGP 201-04_F03	rifapentine
BRD-M62162320-103-01-1	Rilmenidine hemifuramate
BRD-K21283037-003-06-2	Riluzole hydrochloride
NGP-003-05_H07	rimcazole
BRD-A63346720-300-01-1	Rimcazole dihydrochloride
BRD-K31627533-001-03-8	Rimexolone
BRD-K53857191-001-05-2	Risperidone
BRD-K40887525-001-14-4	RITANSERIN
BRD-K51465424-003-03-6	Ritodrine hydrochloride
BRD-A59174698-003-12-8	RITODRINE HYDROCHLORIDE
BRD-K75699339-057-03-2	RIZATRIPTAN BENZOATE
BRD-A77349281-001-02-2	RK-682
BRD-K43796186-001-01-1	RLM-1-127
LID-L0004	RMCF7
BRD-K07079548-001-01-9	R(-)-N-ALLYLNORAPOMORPHINE
BRD-A63546914-003-01-2	Ro 04-5595
BRD-K43290182-001-01-9	RO 04-6790
BRD-K00486786-001-01-4	Ro 08-2750
BRD-K79684402-300-01-0	Ro 10-5824
BRD-K82823076-001-01-8	Ro 15-4513
BRD-K80778372-001-01-7	Ro 19-4605
BRD-K51541829-001-01-3	Ro 25-6981 maleate
BRD-K06543683-066-01-3	Ro 31-8220 mesylate
BRD-A49370193-051-01-7	Ro 60-0175
BRD-K58299615-001-02-7	Ro 90-7501
BRD-K54411430-001-02-5	ROBUSTIC ACID
BRD-K21733600-001-06-7	ROFECOXIB
BRD-A34255068-001-16-2	ROLIPRAM
NGP-003-05_H03	rolitetracycline
BRD-K15933101-001-01-6	ROPINIROLE
NGP-003-05_F06	ropivacaine hcl
BRD-K07691486-001-04-9	ROSCOVITINE
BRD-A97437073-001-04-9	ROSIGLITAZONE
BRD-K20313525-001-03-8	Rosmarinic acid
BRD-K82941592-238-02-9	ROSUVASTATIN CALCIUM
BRD-K34330170-001-02-6	ROTENONIC ACID
BRD-K03816923-001-04-7	Rottlerin
BRD-K39256324-001-01-5	Rottlerin
BRD-K03816923-001-07-0	ROTTLERIN NCGC00025228-11
BRD-K13544237-001-01-0	R(-)-PROPYLNORAPOMORPHINE
BRD-K08640512-003-01-5	RS 100329 hydrochloride
BRD-K87048468-003-01-9	RS 102221 hydrochloride
BRD-K83063356-003-01-7	RS 102895 hydrochloride
BRD-K80725821-300-01-1	RS 16566 hydrochloride
BRD-K76840893-003-01-7	RS 17053 hydrochloride
BRD-K20742498-003-01-1	RS 39604 hydrochloride
BRD-K26160755-003-01-8	RS 45041-190 hydrochloride
BRD-K87510569-001-01-0	RS 504393
BRD-K20714604-003-01-1	RS 56812 hydrochloride
BRD-K46142322-003-01-6	RS 67333 hydrochloride
BRD-K50018155-003-01-3	RS 67506 hydrochloride
BRD-K86600316-003-01-2	RS 79948 hydrochloride
NGP-003-06_F07	r(+)-sch-23390
BRD-K84421793-001-01-1	R(+)-SKF-81297
NGP-003-05_G02	ru 24969
BRD-K00234327-001-01-4	RU 24969
BRD-A92585442-237-01-0	RU 28318, potassium salt
BRD-A34907681-001-01-7	rutin
BRD-A29437505-001-01-6	RWJ 21757
BRD-A65597028-003-02-4	RX 821002 hydrochloride
BRD-K69556541-001-02-6	RYANODINE
BRD-K06426971-001-01-9	Ryuvidine
BRD-K33720394-001-01-1	(S)-1,1-dimethyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid JAS07_00S
BRD-K46766488-003-01-2	S 14506 hydrochloride
BRD-K32132269-001-06-1	(S)-3-((1-(4-fluorophenethyl)piperidin-4-yl)(hydroxy)methyl)-2-methoxyphenol KCR-10
BRD-A24122750-001-02-9	Saclofen
BRD-A37867643-001-03-3	SAFROLGLYCOL
BRD-K81418486-001-12-9	SAHA
BRD-K81418486-001-22-8	SAHA
BRD-K40213712-001-05-4	 SAL-1
BRD-K64614248-001-06-5	SALICIN
NGP-003-06_D07	salmeterol
BRD-A01320529-001-05-9	Salmeterol
BRD-K99595596-004-03-4	Salsolinol hydrobromide
BRD-A77299732-001-01-6	Salubrinal
BRD-K19284129-001-01-8	SALVINORIN A
BRD-K83637872-001-01-7	SANT-1
BRD-K03557653-001-02-7	SAPPANONE A TRIMETHYL ETHER
BRD-K09963420-066-03-4	Saquinavir mesylate
BRD-A89434049-001-02-1	SARMENTOGENIN
BRD-K77677632-003-01-8	SB 200646 hydrochloride
BRD-K54330070-001-07-1	SB 202190
BRD-K27141178-003-02-4	SB 203186 hydrochloride
BRD-A37704979-001-04-0	SB 203580
BRD-A22707317-001-02-5	SB 205384
NGP-003-06_E07	sb 205607
BRD-A11609859-303-01-2	SB 205607 dihydrobromide
BRD-K36395411-003-01-4	SB 206553 hydrochloride
BRD-K30867024-003-01-7	SB 216641 hydrochloride
BRD-A06352508-001-02-9	SB 218078
BRD-K61097567-001-03-6	SB 218795
BRD-K14807180-001-01-7	SB 221284
BRD-K04414442-001-03-4	SB 222200
BRD-K61323504-001-02-4	SB 225002
BRD-K98143437-001-01-7	SB 239063
BRD-K80639402-003-01-1	SB 258585 hydrochloride
BRD-K24201553-003-02-4	SB 269970 hydrochloride
BRD-K41567364-001-01-2	SB 334867
BRD-K59331372-001-01-2	SB 366791
BRD-K53913732-001-01-8	SB 408124
BRD-K76805682-001-05-0	SB 415286
BRD-K67298865-001-03-3	SB 431542
BRD-K05361803-001-02-1	SC-10
BRD-K52512893-001-03-0	SC 19220
BRD-K26373640-001-02-8	SC-514
BRD-K14767410-001-01-5	SC 560
BRD-K85871428-001-01-9	SC-68376
BRD-K25875056-001-01-2	SC-9
BRD-K81847782-001-02-1	SCANDENIN
BRD-K45435259-003-03-8	SCH 23390 hydrochloride
BRD-K55748775-001-01-4	SCH 28080
BRD-K94270326-004-01-0	SCH 39166 hydrobromide
BRD-K46469693-001-01-8	SCH 442416
BRD-K81225797-001-01-5	SCH 58261
BRD-A14566392-004-03-5	Scopolamine hydrobromide
BRD-A62035778-004-02-8	SCOPOLAMINE HYDROBROMIDE
BRD-K89923877-003-02-4	Scopolamine hydrochloride
BRD-A49906757-004-03-1	Scopolamin-N-oxide hydrobromide
BRD-A92161634-001-02-6	SCOPOLINE
BRD-K62609077-001-02-2	Scoulerine
BRD-K22503835-001-06-0	Scriptaid
BRD-K91904471-001-01-6	SD 169
NGP-003-06_A07	sdm25n
BRD-A75769826-003-01-3	SDM25N hydrochloride
BRD-K15868788-003-02-8	SDZ 205-557 hydrochloride
BRD-A15530910-001-01-3	SDZ 21009
BRD-A82590476-001-01-1	SDZ NKT 343
BRD-A31007383-001-01-0	SDZ WAG 994
NGP-003-05_D02	secoisolariciresinol
BRD-A25775766-001-03-3	Securinine
BRD-A58564983-001-03-8	SELAMECTIN
BRD-K07212038-001-02-1	SELINIDIN
BRD-K38449220-001-03-8	Seneciphylline
BRD-K05433219-001-02-6	SERICETIN
BRD-K08714182-001-01-1	SERICETIN DIMETHYL ETHER
BRD-A95939040-008-03-3	Sertaconazole nitrate
BRD-K82036761-003-07-0	SERTRALINE HYDROCHLORIDE
BRD-K15601958-001-01-3	SEW 2871
BRD-K98157055-001-04-2	SIB 1757
BRD-K67439147-001-01-7	SIB 1893
BRD-K14965640-001-03-3	S-(+)-ibuprofen
BRD-A62071884-001-02-0	siguazodan
BRD-A91992993-001-01-2	Siguazodan
BRD-K79759585-048-01-4	SILDENAFIL CITRATE
BRD-A81772229-001-01-6	Simvastatin
BRD-K22134346-001-11-6	SIMVASTATIN
BRD-K84996949-001-01-5	SINENSETIN
BRD-A79768653-001-02-1	SIROLIMUS
BRD-K73824630-001-03-2	SKATOLE
BRD-A64227845-004-02-8	SKF 77434 hydrobromide
BRD-A09828896-004-04-5	SKF 81297 hydrobromide
BRD-A52588987-004-04-1	SKF 83566 hydrobromide
BRD-K96809896-300-01-5	SKF 86002 dihydrochloride
BRD-A49046702-003-03-4	SKF 89976A hydrochloride
BRD-A72703248-003-01-5	SKF 96365 hydrochloride
BRD-K20755323-001-01-8	SKI II
BRD-K25741894-001-03-8	Skimmianine
BRD-K88871508-001-01-9	S(-)-LISURIDE
BRD-A64125466-236-03-8	SODIUM DEHYDROCHOLATE
BRD-K70881766-001-02-3	Solanine alpha
BRD-A54596827-036-01-4	SOLIFENACIN SUCCINATE
BRD-K89997465-001-07-9	Sonazine
BRD-A33168282-003-06-5	Sotalol hydrochloride
BRD-K01567962-001-07-3	SP 600125
BRD-K55468218-001-16-2	SPIPERONE
BRD-K90027355-001-03-4	Spironolactone
BRD-A72483914-001-02-9	Spiroxatrine
BRD-K27710560-001-03-4	Splitomicin
BRD-A56987319-001-05-3	SQ 22536
BRD-A91866971-001-02-2	SQ-29548
BRD-K91243525-001-01-5	SR 142948
BRD-A72066420-001-01-1	SR 202
BRD-K35629949-001-01-2	SR 27897
BRD-K96720755-001-01-8	SR 49059
BRD-K09397065-003-03-8	SR 57227 hydrochloride
BRD-K35430135-003-01-5	SR 59230A hydrochloride
BRD-K79905821-004-02-8	SR 95531 hydrobromide
BRD-K19309090-300-03-0	SR-95639A
BRD-K50495309-001-01-2	Src Kinase Inhibitor I
BRD-K97330509-001-01-4	Src Kinase Inhibitor II
BRD-K72895815-001-01-4	SSR 69071
BRD-K51476772-001-01-9	ST638
BRD-K18905250-003-01-6	ST 91
BRD-K68332390-001-03-3	Statil
BRD-K05901394-001-01-1	S(+)-TERGURIDE
BRD-K13046565-001-05-9	(S)-tert-butyl 3-(4-benzoylphenyl)-1-oxo-1-(prop-2-ynylamino)propan-2-ylcarbamate CAL-NIDDK-037
NGP-003-05_F04	stiripentol
BRD-K52620403-015-02-6	STO-609 acetate
BRD-K84595254-001-03-0	Strophanthidin
BRD-K35708212-331-03-1	Strophantine octahydrate
BRD-A74134989-001-05-9	Structure possibly contains amino acid derivative which is not supported in current version!
BRD-A09094913-001-03-1	STRYCHNINE
BRD-K34995470-001-02-3	SU1498
BRD-K20287671-001-03-6	SU 4312
BRD-K60487568-001-01-3	SU 4312
BRD-K63504947-001-05-5	SU 5416
BRD-K97354755-001-01-5	SU6656
BRD-A70649075-008-17-5	SULCONAZOLE NITRATE
BRD-A36217750-001-09-8	SULFINPYRAZONE
BRD-K50859149-001-08-8	Sulfisoxazole
BRD-K42635745-001-02-4	Suloctidil
BRD-A34205397-001-03-7	SULOCTIDIL
BRD-A10715913-001-03-8	SULPIRIDE
BRD-K30189597-001-01-7	Syk Inhibitor
NGP-003-05_D05	synephrine
BRD-K14200658-001-02-6	Syrosingopine
BRD-K31843556-001-01-7	T 0070907
BRD-K63516691-003-01-2	T 0156 hydrochloride
BRD-K23383398-001-01-6	T 0901317
BRD-K62221994-001-01-8	T 98475
BRD-K69608737-001-03-7	TACROLIMUS
BRD-K93645900-001-04-8	TADALAFIL
BRD-A10303790-003-03-7	Talampicillin hydrochloride
BRD-A98378129-001-01-4	Talniflumate
BRD-K04210847-001-01-1	Tamoxifen, 4-Hydroxy-, (Z)-
BRD-K43744935-048-01-6	Tamoxifen citrate
BRD-K93754473-048-10-3	TAMOXIFEN CITRATE
BRD-K25186396-001-04-7	TANGERITIN
BRD-K55454768-001-01-8	TAS 301
BRD-A23723433-001-01-2	Taxol
BRD-K97118047-001-02-0	TBB
BRD-A13964793-001-01-8	TC 1
BRD-K67352070-364-01-5	TC 2559 difumarate
BRD-A31195449-004-01-9	TCB2
BRD-K81376179-001-01-4	TCS 359
BRD-K34820100-001-02-1	TEBUTHIURON
BRD-K06147391-300-04-3	Telenzepine dihydrochloride
BRD-K73999723-001-02-2	TELMISARTAN
BRD-K51805276-001-04-4	TEMEFOS
BRD-A87479750-001-01-9	Tenidap
BRD-A35588707-001-03-0	TENIPOSIDE
BRD-A22844106-001-16-1	TENOXICAM
BRD-A33833419-003-01-1	TER14687
NGP 201-04_C02	terazosin
BRD-K86204871-001-02-2	Terconazole
BRD-A06352418-001-15-0	TERFENADINE
BRD-K23342641-001-05-8	tert-butyl 2-(11-(2-(4-methylpiperazin-1-yl)acetyl)-6-oxo-6,11-dihydro-5H-benzo[e]pyrido[3,2-b][1,4]diazepine-8-sulfonamido)ethylcarbamate KAJ-1
BRD-K86231656-001-09-1	tert-butyl 4-(benzo[d]thiazol-2-yl)phenyl(methyl)carbamate GSuz-2
BRD-A55393291-001-05-7	TESTOSTERONE
BRD-K90553655-001-03-6	Testosterone propionate
BRD-A48720949-001-03-2	TESTOSTERONE PROPIONATE
BRD-K95739795-001-01-1	Tetrabenazine
BRD-A42831637-001-02-2	TETRAHYDROCANNABINOL-7-OIC ACID
BRD-A43940795-001-03-6	TETRAHYDROPALMATINE
BRD-A28856712-003-15-3	TETRAHYDROZOLINE HYDROCHLORIDE
BRD-A46393198-003-10-9	TETRAMIZOLE HYDROCHLORIDE
BRD-A52660433-066-01-3	Tetrindole mesylate
BRD-A93255169-001-13-5	THALIDOMIDE
BRD-K69023402-001-02-5	THAPSIGARGIN
BRD-K77695569-001-16-9	THIABENDAZOLE
BRD-K69600043-328-03-0	Thiethylperazine malate
BRD-A11605036-001-03-2	Thiocolchicoside
BRD-A85424553-050-03-9	Thioperamide maleate
BRD-K63874012-103-01-5	Thioperamide maleate
BRD-K84881516-001-01-2	Thiophene-2-carboxylic acid benzothiazol-2-ylamide MLS-0446110.0001
NGP-003-06_B07	thiophene, 5-bromo-2-(4-fluorophenyl)-3-[4-(methylsulfonyl)phenyl]- [cas]
BRD-K08619574-334-03-9	Thioproperazine dimesylate
BRD-A84481105-003-17-2	THIORIDAZINE HYDROCHLORIDE
BRD-A56012032-001-05-6	Thiorphan
BRD-K09631521-001-05-7	THIOTEPA
NGP 201-04_H04	thiothixene
BRD-K97309399-001-05-2	THIOTHIXENE
BRD-K12867552-001-01-3	THM-I-94
BRD-A53077924-236-01-4	Tianeptine
BRD-A72988804-001-03-8	Tiaprofenic acid
NGP-003-05_F11	tibolone
BRD-K00603606-003-13-3	TICLOPIDINE HYDROCHLORIDE
BRD-K08806317-050-03-6	Timolol maleate salt
NGP-003-05_B05	tinidazole
BRD-K11107424-001-01-1	Tiotidine
BRD-K93060291-001-03-9	TL_HRAS24 BRD-K93060291
BRD-K01877528-001-06-5	TL_HRAS26 BRD-K01877528
BRD-K15166186-001-03-7	TL_HRAS27 BRD-K15166186
BRD-K49119234-003-01-8	TMPH hydrochloride
BRD-K45988865-001-01-0	TMS
BRD-A92670106-003-03-9	Tocainide hydrochloride
BRD-K32164935-001-17-5	TOLAZAMIDE
BRD-K46211610-003-15-0	TOLAZOLINE HYDROCHLORIDE
BRD-K85119730-001-17-2	TOLBUTAMIDE
BRD-K82562631-236-03-8	TOLMETIN SODIUM
BRD-K64514229-001-01-1	TOLTRAZURIL
BRD-K20141153-003-03-8	Tomoxetine hydrochloride
NGP-003-05_B02	toremifene
BRD-K51350053-048-06-6	TOREMIPHENE CITRATE
BRD-K30480208-001-05-2	Torsemide
BRD-A52805806-001-02-8	TOTARALOLAL
BRD-K34154330-003-04-9	Tracazolate hydrochloride
NGP-003-05_A10	tramadol
BRD-K51033547-003-01-8	TRAMADOL HYDROCHLORIDE
BRD-K19533706-001-01-9	Tranilast
BRD-K17849083-001-17-0	TRANILAST WFM1.4
BRD-A01295252-001-01-5	TRANS-7-HYDROXY-PIPAT
BRD-K56231354-003-01-5	trans-Triprolidine hydrochloride
BRD-A43974575-065-04-4	TRANYLCYPROMINE SULFATE
BRD-K69837166-003-01-2	Trap 101
BRD-K95763993-001-03-7	Trapidil
BRD-K70778732-003-15-0	TRAZODONE HYDROCHLORIDE
BRD-K08619838-300-03-2	Tremorine dihydrochloride
NGP-003-05_G09	tremulacin
BRD-K84663978-001-03-1	Trequinsin hydrochloride
BRD-K77554836-001-03-3	Triamcinolone
BRD-A37780065-001-03-7	TRIAMCINOLONE
BRD-A92439610-001-03-2	TRIAMCINOLONE ACETONIDE
BRD-A30717181-001-03-5	TRIAMCINOLONE DIACETATE
BRD-K92049597-001-10-9	TRIAMTERENE
BRD-A60294240-001-02-9	Tribenoside
BRD-A19037878-001-02-3	trichostatin A
BRD-K68202742-001-07-4	Trichostatin A
BRD-K80431395-001-02-4	TRICIRIBINE
BRD-K41731458-001-04-5	TRICLOSAN
BRD-K89732114-300-05-5	Trifluoperazine dihydrochloride
BRD-K89732114-300-07-1	TRIFLUOPERAZINE HYDROCHLORIDE
BRD-K63675182-003-14-5	TRIFLUPROMAZINE HYDROCHLORIDE
BRD-A49225603-045-05-0	TRIMEPRAZINE TARTRATE
BRD-K34415467-003-08-0	TRIMETHOBENZAMIDE HYDROCHLORIDE
BRD-K53220666-001-01-8	TRIMETOZINE
BRD-A19195498-050-09-1	TRIMIPRAMINE MALEATE
BRD-K54790157-001-10-6	TRIOXSALEN
BRD-K57033106-048-03-6	TRIPELENNAMINE CITRATE
BRD-K11742128-003-15-0	TRIPROLIDINE HYDROCHLORIDE
BRD-A84389633-001-02-4	Tropanyl-3,5-dimethylbenzoate
BRD-A79672927-001-10-8	TROPICAMIDE
BRD-A79226577-003-01-1	Tropisetron HCl
BRD-A83859836-003-02-8	Tropisetron hydrochloride
NGP-003-05_A03	tryptoline
BRD-K00959089-001-01-4	TTFA, (2-Thenoyltrifluoroacetone)
BRD-K68246049-001-01-4	TTNPB
BRD-A02176148-001-02-2	TUBAIC ACID
BRD-K99621550-003-03-4	TUBOCURARINE CHLORIDE
BRD-K02607075-333-03-6	Tubocurarine chloride pentahydrate (+)
BRD-K94176593-001-02-9	TWS119
BRD-K60184833-001-03-1	TYRPHOSTIN 46
BRD-K96778649-001-03-2	TYRPHOSTIN 47
BRD-K11158509-001-02-0	TYRPHOSTIN B44 (-)
BRD-K17415526-001-02-7	Tyrphostin B44, (+) enantiomer
BRD-K48427617-001-01-7	U0124
BRD-K46419649-001-01-8	U0126
BRD-K18787491-001-05-2	U-0126
BRD-A81795050-003-01-7	U 18666A
BRD-K18757346-001-02-9	U-46619
BRD-K20995441-001-01-7	U-54494A
BRD-A96897502-001-02-0	U-74389G
BRD-K70281171-103-01-1	U 99194 maleate
BRD-A14574269-051-01-4	UB 165 fumarate
BRD-A45499626-001-02-8	UBP 302
BRD-K50325075-001-01-3	UCL 2077
BRD-K68264559-045-01-6	UK 14,304 tartrate
BRD-A41630653-001-05-1	Unable to generate chemical name KCR-8
BRD-K00615600-001-07-9	Unable to generate chemical name O-4537-1
BRD-K11187612-001-05-6	Unable to generate chemical name RA-7
BRD-A96820077-008-02-2	Ungerine nitrate
BRD-K45158365-001-05-6	VALSARTAN
BRD-K46272620-001-02-2	VALYLTRYPTOPHAN
BRD-K51018020-001-01-9	V-AMA37
NGP-003-05_E06	vardenafil
BRD-K13926615-003-02-5	VARDENAFIL HYDROCHLORIDE
NGP-003-05_E11	vecuronium
BRD-K61737877-001-01-6	VEGF Receptor 2 Kinase Inhibitor IV
BRD-K95655893-001-01-0	VEGF Receptor 3 Kinase Inhibitor, MAZ51
BRD-A51714012-001-03-1	VENLAFAXINE
BRD-A09533288-003-20-5	VERAPAMIL HYDROCHLORIDE
BRD-K60923938-001-02-8	VERATRIDINE
BRD-M45964048-001-02-7	Verteporfin
BRD-A22783572-065-01-3	Vinblastine sulfate
BRD-A55594068-065-03-1	VINBLASTINE SULFATE
BRD-K40902647-001-03-7	Vincamine
BRD-A76528577-065-01-2	Vincristine sulfate
BRD-A60414806-065-01-6	VINCRISTINE SULFATE
BRD-A19374631-001-01-0	Vinpocetine
BRD-K53318339-001-05-8	Vinpocetine
BRD-A41941932-001-03-0	Vitexin
BRD-K00624509-001-01-6	 VU0011562
BRD-K37456065-001-01-6	 VU0365114-2
BRD-K66032149-001-01-9	 VU0365117-1
BRD-K53732802-019-01-9	 VU0365118-1
BRD-K44640865-019-01-0	 VU0365121-1
BRD-K39823328-001-01-8	 VU0366037-2
BRD-K13605477-001-03-4	 VU0366968
BRD-A57457122-001-01-2	 VU0400071-3
BRD-K84141129-001-01-0	 VU0400193-3
BRD-K30570479-001-01-1	 VU0400195-3
BRD-K01926222-001-03-6	 VU0402604
BRD-A84475555-001-03-3	 VU0402605
BRD-K82983587-001-03-8	 VU0403126
BRD-A34208323-001-01-4	 VU0404997-2
BRD-K55938002-001-01-6	 VU0405166-2
BRD-K42140106-001-01-0	 VU0405172-2
BRD-K74710236-001-04-8	 VU0410183-2
BRD-K88906571-001-01-5	 VU0413238-1
BRD-K43992206-001-01-2	 VU0413243-1
BRD-K61127831-001-01-5	 VU0413247-1
BRD-K95048846-001-01-6	 VU0413255-1
BRD-A52172093-001-01-7	 VU0413807-2
BRD-K18453942-001-01-5	 VU0414833-2
BRD-K59795987-001-01-5	 VU0415010
BRD-K97476371-001-01-0	 VU0415011
BRD-K32043164-001-01-7	 VU0415012
BRD-K76540910-019-01-8	 VU0415108-1
BRD-K49183052-019-01-9	 VU0415113-1
BRD-K83010055-001-01-6	 VU0415374-1
BRD-A59900482-019-01-5	 VU0415533-1
BRD-A68397902-019-01-5	 VU0415535-1
BRD-A42031983-019-01-3	 VU0415555-1
BRD-A89104433-019-01-8	 VU0415556-1
BRD-K97516968-001-01-2	 VU0418000-1
BRD-K89093471-001-03-8	 VU0418934-2
BRD-K69097969-001-03-2	 VU0418939-2
BRD-K44432556-001-03-0	 VU0418946-2
BRD-K76907295-001-03-8	 VU0418947-2
BRD-K59633790-001-01-5	 VU0420363-1
BRD-K88317944-001-01-5	 VU0420364-1
BRD-K40711313-001-01-9	 VU0424182-2
BRD-K14096083-001-01-5	 VU0424206-1
BRD-A20846977-001-01-6	 VU0447126-2
BRD-A26777759-001-01-1	 VU0447127-2
BRD-A76463343-001-01-0	 VU0447134-2
BRD-K62206109-303-01-1	VUF 5681 dihydrobromide
BRD-K78084463-003-01-0	W-12, Hydrochloride
BRD-K45068323-003-02-1	W-13 hydrochloride
BRD-K41868777-003-02-9	W-5 hydrochloride
BRD-K90259198-003-07-1	W-7 hydrochloride
BRD-K68341547-003-01-6	W-9 hydrochloride
BRD-A24514565-001-04-8	WARFARIN
BRD-A62021152-003-01-8	WAY 161503 hydrochloride
BRD-K36198571-001-01-2	WAY 170523
BRD-A20968261-001-01-3	WAY 213613
BRD-K55430733-003-01-6	WAY 629 hydrochloride
BRD-K28115081-001-01-9	WEB 2086
BRD-A18579359-001-02-3	wiskostatin
BRD-A75409952-001-04-0	wortmannin
BRD-K87343924-001-02-4	wortmannin
BRD-A11678676-001-03-4	Wortmannin
BRD-A75409952-001-03-2	WORTMANNIN
BRD-K26669427-001-01-0	WR 216174
BRD-K01902415-001-03-4	WY 14643
BRD-K88358234-003-01-4	Xaliproden hydrochloride
NGP-003-05_C05	xanthinol
BRD-K12260308-001-04-2	XANTHOXYLIN
BRD-K42748308-300-01-2	XE 991 dihydrochloride
BRD-K21565985-001-15-9	XYLAZINE
BRD-K94832621-001-01-5	Y 134
BRD-A44133049-001-01-5	Y-25130
BRD-K45117373-001-01-1	Y-26763
BRD-K42679050-001-01-3	Y-27152
BRD-K44084986-001-02-1	Y-27632
BRD-K60476892-001-02-1	YC-1
BRD-K48059230-003-01-1	YM 298198, Desmethyl-
BRD-K59650319-003-01-7	YM 298198 hydrochloride
BRD-K06712146-001-01-2	YM 90709
BRD-K12932420-001-01-5	YM 976
BRD-A04026261-001-01-0	YO-2
BRD-A51410489-003-02-8	Yohimbine hydrochloride
BRD-K35586044-003-03-0	Yohimbine hydrochloride
BRD-A87445400-003-03-6	YOHIMBINE HYDROCHLORIDE
BRD-K06208435-003-03-3	YS-035 hydrochloride
BRD-A65615053-003-01-4	Zacopride hydrochloride
BRD-K80451230-051-01-8	Zamifenacin fumarate
BRD-K12516989-001-01-9	Zaprinast
BRD-K37561857-001-06-4	Zardaverine
BRD-K92446736-003-01-4	Zatebradine hydrochloride
BRD-K64157027-003-01-9	ZD 2079 hydrochloride
BRD-K45296539-003-01-0	ZD 7114 hydrochloride
BRD-K11373525-003-01-3	ZD 7155 hydrochloride
BRD-K18678457-003-01-0	ZD 7288
BRD-K47207162-312-02-2	Zimelidine dihydrochloride monohydrate
BRD-K05151076-001-01-8	ZK 164015
BRD-K56403959-300-01-9	ZK 756326
BRD-K33882852-003-01-0	ZK 93423
BRD-K68392338-003-01-2	ZK 93426 hydrochloride
BRD-K15935639-001-02-0	Z-Leu3-VS
BRD-K19605405-001-01-9	ZM 241385
BRD-K41337261-003-01-0	ZM 306416 hydrochloride
BRD-K67831364-003-01-7	ZM 323881 hydrochloride
BRD-K40624912-003-02-3	ZM 39923 hydrochloride
BRD-K08996725-313-01-7	Zolantidine dimaleate
NGP-003-05_F09	zolmitriptan
BRD-K54314721-001-04-5	ZOLMITRIPTAN
BRD-K48300629-001-03-8	Zonisamide
BRD-K66353228-001-08-8	ZOXAZOLAMINE
BRD-K60174629-001-02-2	Z-prolyl-prolinal
BRD-K28761384-003-03-6	Zuclopenthixol hydrochloride
